Link,Title,Authors,Abstract
https://habr.com/ru/companies/vk/news/692882/,"Вебинар «Доступный AutoML: как оптимизировать работу с ML-моделями с помощью VK Cloud и FEDOT», 18 октября",Alyona_Plekhanova,"Присоединяйтесь к вебинару — вы узнаете, как автоматизировать процесс работы с ML-моделями в облаке, используя преднастроенные сервисы с платой за использованные ресурсы. Познакомитесь с Cloud ML Platform, облачной платформой, которая содержит инструменты для работы с данными и моделями — JupyterHub и MLflow, а также с AutoML-фреймворком FEDOT.

Вебинар будет интересен Data Scientists, Data Engineers, аналитикам данных и ML-инженерам.Читать дальше →"
https://habr.com/ru/companies/vk/articles/703474/,Доступный AutoML: как оптимизировать работу с ML-моделями с помощью VK Cloud и FEDOT,volinski,"В машинном обучении (Machine Learning, ML), чтобы обеспечить требуемые показатели метрик качества ML-моделей зачастую надо строить многокомпонентные пайплайны и комбинировать десятки алгоритмов моделирования. Нередко это сложно и долго. В таких ситуациях на помощь приходит AutoML — автоматическое машинное обучение.

Я Александр Волынский, технический менеджер продукта, отвечаю за развитие Cloud ML Platform в VK Cloud. Статья подготовлена на основе совместного вебинара с Николаем Никитиным, руководителем направления AutoML, NSS Lab, ИТМО. Мы говорили про назначение AutoML-инструментов, их разновидности, фреймворк FEDOT и возможности Cloud ML Platform для работы с AutoML-решениями. Читать дальше →"
https://habr.com/ru/companies/otus/articles/571076/,Используем Google Cloud AutoML Vision для создания бинарного классификатора для обнаружения пневмонии на рентгеновском,MaxRokatansky,"Мы живем в век, когда каждая задача, которую мы выполняли на нашей локальной машине, теперь выполняется в облаке. Гибкость, надежность, совместная работа, более низкие затраты на оборудование и программное обеспечение, энергоэффективность, защита данных и безопасность — эти особенности выделяют облако и делают его предпочтительным выбором по сравнению с локальными компьютерами.В этой статье я детально продемонстрирую шаги создания грязного/сбалансированного бинарного классификатора для обнаружения пневмонии на рентгеновских снимках грудной клетки с Google Cloud AutoML Vision без написания единой строчки кода.Читать далее"
https://habr.com/ru/companies/neoflex/articles/767220/,Построение ML-пайплайна для рекомендательной системы с помощью Google Cloud Platform,neoflex,"Построение ML-пайплайна для рекомендательной системы с помощью Google Cloud PlatformДанный материал будет описывать опыт нашей команды по построению end-to-end рекомендательной ML-системы визуального поиска похожих товаров с помощью инструментов, предоставляемых облачной платформой Google Cloud Platform (далее –  GCP) и структурно будет состоять из трех частей, описывающих три этапа разработки: от простой реализации задачи к более сложной, или точнее – из двух с половиной, так как второй этап оказался не жизнеспособным, но обо всем по порядку.Читать далее"
https://habr.com/ru/companies/moex/articles/939064/,MOEX_AutoML VS ИИ (LLM),MarkGermes,"Всем привет! Меня зовут Андрей Бугаенко,  и в этой статье я расскажу, почему мы в Московской бирже считаем, что AutoML-подход, основанный на интеллектуальном выборе моделей и признаков (на примере MOEX_AutoML), эффективнее современных LLM в задачах численного прогнозирования.Актуальной задачей любой компании является прогнозирование бизнес-метрик. Прогнозирование используется для различных финансовых задач, в том числе, например, для бизнес-планирования или финансовой аналитической отчетности.  Эмпирические данные и практика ранее всегда показывали непосредственное превосходство специализированных ML-моделей над любыми LLM (Large Language Models) при решении задач прогнозирования количественных показателей. Но за последнее время были выпущены ChatGPT-5, Claude Sonnet 4, GLM 4.5, GROK-4, Gemmini 2.5 Pro и, возможно современные LLM уже превзошли качество прогнозирования ML-моделями, полученными, например, с помощью ML.  Правда у LLM есть определённые архитектурные ограничения в обработке числовых данных. Ведь превосходство определялось не только фундаментальными различиями в архитектурных подходах, а в первую очередь, тем, что у ML (и как результатов работы AutoML) веса целевым видом оптимизированы под конкретные метрики качества прогноза — такие, как RMSE, MAE, MAPE и т.д. На каждом этапе AutoML-конвейера — от первичного выбора типа модели до фичеселекшена и финальной тонкой настройки гиперпараметров — методы целенаправленно формируют аппроксимационную функцию, строго ориентированную на минимизацию целевой бизнес-ошибки, именно той, которую мы выбрали для решаемой задачи.Читать далее"
https://habr.com/ru/companies/skillfactory/articles/523138/,TensorFlow на Google Cloud. Масштабируемый рабочий процесс,skillfactory_school,"Сфера Data Science настолько обширна и настолько быстро развивается, что изучить «вообще всё» в ней попросту невозможно. Но вас не должно это демотивировать, ведь выход один — развиваться и не дать себя захватить страху «как же мало я знаю».

Под катом проект, задействующий мощь современных облачных платформ машинного обучения в классической задаче распознания кошек и собак. Проект написан так, чтобы вы могли адаптировать его под свои задачи.Приятного чтения!"
https://habr.com/ru/companies/bothub/articles/961672/,"Облачные AI-платформы: сравнение AWS, GCP и Azure для ML-задач",taratorin,"Привет, Хабр! Сегодня от выбора облачной AI-платформы зависит бюджет проектов, скорость внедрения моделей, и возможность масштабирования готовых решений. Давайте протестируем три ключевые платформы — Amazon SageMaker, Google AI Platform и Azure Machine Learning от Microsoft для реальных задач машинного обучения.Читать далее"
https://habr.com/ru/companies/alfa/articles/821447/,Автопереобучение моделей в Production,IAlexOps,"Модели машинного обучения становятся критически важными для бизнеса, помогая оптимизировать процессы и принимать более обоснованные решения. Однако их актуальность и точность могут быстро снижаться из-за изменения данных. Автоматическое переобучение моделей в продакшене решает эту проблему, обеспечивая обновление и улучшение моделей без значительных временных затрат.В этой статье мы рассмотрим процесс автоматического переобучения моделей ML в продакшене, используя инструменты MLOps. Обсудим интеграцию таких инструментов, как AirFlow и Spark, с CI/CD пайплайнами, а также создание конфигурационного модуля, позволяющего разработчикам сосредоточиться на моделях, не углубляясь в инфраструктурные детали.Читать далее"
https://habr.com/ru/articles/699436/,"Сравнение систем Machine Learning as a Service: Amazon, Microsoft Azure, Google Cloud AI, IBM Watson",kucev,"Большинству компаний машинное обучение кажется чем-то сверхсложным, дорогим и требующим серьёзных специалистов. И если вы намереваетесь создавать новую систему рекомендаций Netflix, то так и есть. Однако тенденция превращения всего в сервис затронула и эту сложную сферу. Начать с нуля проект ML можно без особых инвестиций, и это будет правильным решением, если ваша компания новичок в data science и хочет начать с решения самых простых задач.

Одна из самых вдохновляющих историй об ML — это рассказ о японском фермере, решившем автоматически сортировать огурцы, чтобы помочь своим родителям в этой утомительной работе. В отличие от крупных корпораций, этот парень не имел ни опыта в машинном обучении, ни большого бюджета. Однако ему удалось освоить TensorFlow и применить глубокое обучение для распознавания разных классов огурцов.

Благодаря облачным сервисам машинного обучения вы можете начать создавать свои первые рабочие модели, делая ценные выводы из прогнозов даже при наличии небольшой команды. Мы уже говорили о стратегии машинного обучения. Теперь давайте рассмотрим лучшие на рынке платформы машинного обучения и поговорим об инфраструктурных решениях, которые нужно принять.Читать дальше →"
https://habr.com/ru/companies/microsoft/articles/451334/,Announcing ML.NET 1.0,msgeek,"We are excited to announce the release of ML.NET 1.0 today.  ML.NET is a free, cross-platform and open source machine learning framework designed to bring the power of machine learning (ML) into .NET applications.

https://github.com/dotnet/machinelearning Get Started: http://dot.net/mlRead more →"
