Link,Title,Authors,Abstract
https://habr.com/ru/companies/vk/news/838528/,Вебинар «От сырых данных до готового AI-сервиса за 10 минут»,Zoran-1975,"Привет, Хабр! 30 августа в 17:00 будем разбирать и выполнять тестовое задание ML-инженера в BigTech. Читать дальше →"
https://habr.com/ru/companies/selectel/news/727660/,Препарируем MLOps в бесплатном курсе: 7 полезных материалов о дисциплине и инструментах для работы с ML-моделями,erbanovanastasia,"Привет, Хабр! У нас вышел новый бесплатный образовательный курс — «Выстраиваем работу с ML». В нем мы подробно рассматриваем концепцию MLOps и рассказываем об инструментах для работы с ML-моделями. Изучение всех материалов займет около трех часов. Под катом рассказываем, что вас ждет на курсе.Читать дальше →"
https://habr.com/ru/companies/epam_systems/news/575438/,Обсуждаем в онлайне MLops: что собой представляет этот подход и как его запустить,vesyolkinaolga,"В США есть местность под названием Четыре угла (Four Corners). Там сходятся в одной точке штаты Колорадо, Нью-Мексико, Аризона и Юта. Американцы любят фотографироваться там, лёжа на земле, раскинув руки и ноги, чтобы каждая конечность оказалась в своём штате.DevOps и Machine Learning — две популярных области в современной IT-индустрии. Если соединить их, мы попадём в Four Corners сегодняшнего IT. Здесь в одной точке сходятся люди, технологии, процессы и продукты. Эта точка называется MLops, а человек, раскинувший свои компетенции по всем четырём областям, становится уникальным специалистом, каких несколько лет назад ещё не существовало.В эфире вебкаста Хабр ПРО мы побеседуем о том, удобно ли лежится на границе четырёх штатов, как правильно выстроить отношения с разными командами, с чего начать изучение MLops и какие задачи эти практики решают. Об этом расскажут Михаил Толмачев, Head of Computer Vision, и Евгений Кожевников, Senior Data Solution Architect.Читать далее"
https://habr.com/ru/companies/yandex_praktikum/news/911050/,MLOps для разработки и мониторинга: новый курс в Практикуме,ira-k,"Мы запустили курс «MLOps для разработки и мониторинга». Это 5 месяцев обучения лучшим практикам, а ещё — работа в готовой облачной инфраструктуре и 7 проектов в портфолио.Читать далее"
https://habr.com/ru/news/571236/,Вебинар «The A-Z of Data: Introduction to MLOps»,m31,"Привет, друзья! Команда Data Phoenix Events приглашает всех, 17 августа в 19:00, на первый вебинар из серии ""The A-Z of Data"", который будет посвящен MLOps. В рамках вводного вебинара ""The A-Z of Data: Introduction to MLOps"", мы рассмотрим, что такое MLOps, основные принципы и практики, лучшие инструменты и возможные архитектуры. Заинтригованы? Дальше ещё круче! Мы начнем с простого жизненного цикла разработки ML решений и закончим сложным, максимально автоматизированным, циклом, который нам позволяет реализовать MLOps.Читать далее"
https://habr.com/ru/companies/vk/news/700934/,Вебинар «MLOps в облаке: практика с MLflow и JupyterHub в VK Cloud» 29 ноября,Alyona_Plekhanova,"MLOps помогает построить прозрачный и эффективный процесс работы с ML-решениями в компаниях, где в разработке, тестировании, развертывании и поддержке ML-моделей участвуют разнопрофильные специалисты. Как правило, чем больше проектов, тем важнее четкие и прозрачные процессы. 

Присоединяйтесь к вебинару «MLOps в облаке: практика с MLflow и JupyterHub в VK Cloud». Вы узнаете, как сочетание Cloud-Native- и MLOps-подходов позволяет ускорить процессы на всех этапах работы с ML-моделями и быстрее получить бизнес-результат. 

Эксперты расскажут, как с помощью инструментов JupyterHub и MLflow проводить эксперименты с моделями, организовывать трекинг моделей и артефактов, загружать и применять модели из центрального реестра MLflow на примере сервиса Cloud ML Platform.
Читать дальше →"
https://habr.com/ru/companies/vtb/news/762384/,"MLOps, часть II: погружаемся в специфику работы с данными",VTB,"Друзья, продолжая наш подкаст-проект «Деньги любят техно», мы рады представить вам вторую часть большой темы про MLOps, которую мы разбили на несколько эпизодов. Сегодня мы ещё глубже погружаемся в тему машинного обучения и работы с данными, лежащей в основе ML. Рассматриваем вопросы обогащения данных, разбираемся с разметкой, говорим о специфических аспектах управления данными. Юрий Карев, руководитель управления процессов и стандартов моделирования и машинного обучения ВТБ, и Алексей Незнанов, к.т.н, старший научный сотрудник международной лаборатории интеллектуальных систем и структурного анализа НИУ ВШЭ, подошли к теме с двух сторон: теоретической и практической. Помогли ведущей подкаста разобраться с терминологией. А также поговорили про специфику подходов к образованию для специалистов в Data Science, DataOps и MLOps. В этом выпуске вы услышите..."
https://habr.com/ru/companies/vk/news/694716/,В облаке VK Cloud появился инструмент MLflow для MLOps,yrepear,"В ML Platform от VK Cloud теперь доступен MLflow — нативный инструмент для управления жизненным циклом моделей машинного обучения. Сейчас можно бесплатно протестировать на платформе VK Cloud.

MLflow позволяет реализовать концепцию MLOps: отслеживать работу с ML-моделями и воспроизводить эксперименты с данными, деплоить ML-модели и организовывать совместную работу команд над задачами по ML и Data Science. Это сокращает время выпуска моделей в продакшен и позволяет стандартизировать процессы машинного обучения в компании.Читать дальше →"
https://habr.com/ru/companies/epam_systems/articles/593575/,Что такое практики MLOps и как их запустить,vesyolkinaolga,"В этой статье мы ответим на главные вопросы о новом явлении в мире IT ― MLOps, с чем придётся столкнуться тем, кто решил поставить работу с данными на поток и захочет применить на практике подход MLops.  На вопросы отвечают Head of Computer Vision EPAM Михаил Толмачев и Senior Data Solution Architect Евгений Кожевников. Михаил Толмачев отвечает за интеграцию продукта клиентов, он расскажет, какие задачи решает MLOps и когда он нужен. Евгений Кожевников занимается архитектурой дата-ориентированных проектов, он расскажет, как правильно выстроить взаимодействие между командами и с чего начать изучение MLOps.Полное интервью смотрите на канале Хабр. Читать далее"
https://habr.com/ru/companies/otus/articles/854734/,Операции машинного обучения (MLOps) для начинающих: полное внедрение проекта,kmoseenk,"Разработка, развёртывание и поддержка моделей машинного обучения в продакшене может быть сложной и трудоёмкой задачей. Здесь на помощь приходит Machine Learning Operations (MLOps) — набор практик, который автоматизирует управление ML-процессами и упрощает развёртывание моделей. В этой статье я расскажу о некоторых основных практиках и инструментах MLOps на примере реализации проекта от начала до конца. Это поможет вам эффективнее управлять ML-проектами, начиная с разработки и заканчивая мониторингом в продакшене.Прочитав эту статью, вы узнаете, как:— Использовать DVC для версионирования данных.— Отслеживать логи, артефакты и регистрировать версии моделей с помощью MLflow.— Развернуть модель с помощью FastAPI, Docker и AWS ECS.— Отслеживать модель в продакшене с помощью Evidently AI.Читать далее"
