Link,Title,Authors,Abstract
https://habr.com/ru/companies/yougile/articles/957690/,"10 систем управления проектами с AI: проверила, где искусственный интеллект работает без менеджеров",Ekaterina_Severnaja,"AI давно обещает избавить менеджеров от рутины, но делает ли он это на самом деле?Я проверила 10 систем управления проектами — от таск-трекеров до больших платформ — и посмотрела, где искусственный интеллект работает лучше людей. Читать далее"
https://habr.com/ru/news/961810/,В «Яндекс Учебнике» появился «Репетитор AI» и новый предмет — математика,Lexx_Nimofff,"Платформа «Яндекс Учебник» заявила о расширении платформы для подготовки к ЕГЭ и добавила к информатике новый предмет — математику со встроенным помощником «Репетитором AI». Платформа содержит базу заданий Федерального института педагогических измерений, авторские пробные варианты, тематические подборки, разработанные методистами Яндекс Учебника, интерактивный тренажёр, план подготовки и Репетитора AI. Интерактивный тренажёр по математике поможет системно подготовиться к экзамену и научиться решать варианты ЕГЭ. Об этом рассказали информационной службе Хабра в пресс-службе «Яндекса».Читать далее"
https://habr.com/ru/articles/922306/,Как выбрать AI-курс для менеджера: подробный разнос,Renewal_Studio,"Обзор без маркетинга, с фокусом на то, что реально нужно менеджеру: практика, широта тем, прикладные знания, релевантность, отсутствие воды и инфоцыганщины.Как-то раз уже делался обзор по всем существующим на рынке курсам по управлению проектами, пришло время почихвостить рынок с новой, актуальной темой.  Читать далее"
https://habr.com/ru/companies/swordfish_security/articles/955464/,От экспериментов с ИИ до AI-Native: уровни зрелости и архитектура. Часть 2,YSergeev,"Всем привет! Это продолжение статьи о трансформации подхода к использованию ИИ — от базового применения к AI-Native.В первой части мы разобрали уровни зрелости искусственного интеллекта, ключевые этапы ИИ-трансформации и классификацию приложений и модальностей LLM.Читать первую частьВо второй части:Эволюция инженерных практикОт Software к Trustware: в процессе непрерывной технологической трансформацииAI-Powered Trustware Development LifecycleРиски безопасности AI-Native приложенийРешения для реализации защищенного ИИЛучшие практикиЧитать далее"
https://habr.com/ru/news/899768/,Cloud.ru разрабатывает гибридное облако с AI-инструментами,Lexx_Nimofff,"Компания Cloud.ru объявила о запуске платформы для гибридного облака с поддержкой искусственного интеллекта. Презентация прошла на конференции GoCloud. Информационная служба Хабра присутствовала на мероприятии.Новая конфигурация получила название Cloud.ru Evolution Stack AI‑bundle. Она создана на базе Cloud.ru Evolution Stack и предназначена для задач машинного обучения и AI. Платформа объединяет частное и гибридное облако с инструментами для локального запуска и разработки AI‑сервисов. Компании смогут разворачивать модели, управлять данными, масштабировать сервисы и снижать порог входа в разработку.Читать далее"
https://habr.com/ru/articles/892678/,Обзор мировых AI-платформ на конец марта 2025 (сгруппировано по странам и категориям) + ссылки на официальные сайты,trrerg,"AI-платформы и инструменты активно развиваются, предлагая решения для различных задач: от генерации текста и изображений до автономных систем и бизнес-аналитики. Локальные решения, такие как Stable Diffusion и LLaMA, позволяют использовать ИИ без подключения к интернету, что особенно важно для задач, требующих конфиденциальности и высокой производительности. Выбор платформы зависит от конкретных задач, бюджета и технических возможностей.Читать далее"
https://habr.com/ru/articles/931358/,Как трансформироваться в AI-Friendly компанию,zambas,"Введение: почему AI-трансформация — это не мода, а конкурентное преимуществоВ последние годы бизнес всё чаще сталкивается с вызовом: искусственный интеллект перестал быть “технологией будущего” — теперь это рабочий инструмент для роста, автоматизации и удержания позиций на рынке. Однако во многих компаниях AI внедряется точечно и хаотично: разные команды пилят своих агентов, чат-ботов и интеграции, зачастую не зная о работе друг друга. Результат — раздутые бюджеты, дублирование решений, высокий технический долг и замедление инноваций.Почему так происходит, к чему это приводит и как навести порядок? В этой статье — практический опыт и структурированный подход: как системно трансформировать компанию под AI, сделать бизнес AI-friendly и экономить ресурсы.Читать"
https://habr.com/ru/companies/bothub/news/883670/,"Aomni привлекает $4 миллиона, доказывая, что AI может увеличить продажи, не заменяя людей",mefdayy,"Aomni, платформа на основе AI, которая помогает отделам продаж проводить глубокое исследование потенциальных клиентов, привлекла 4 миллиона долларов в качестве начального финансирования под руководством Decibel при участии Sancus Ventures и Ride Home Fund. Компания придерживается подхода, ориентированного на человека, на рынке, перенасыщенном инструментами на основе AI, которые автоматизируют работу отделов продаж.Читать далее"
https://habr.com/ru/companies/kts/articles/814363/,"Developer Keynote Google I/O 2024: официальная поддержка KMP, развитие Gemini и AI в Андроиде",MAX1993M,"Всем привет! Меня зовут Мялкин Максим, я лид мобильной команды в KTS. Сейчас проходит Google IO 2024, и мы с ребятами в команде решили выпустить обзор треков, которые нам показались интересными. Мы сконцентрируемся на Android-направлении. На основном keynote все внимание было уделено развитию AI, также это коснулось и части разработки. В этой статье мы посмотрим что нам рассказали на developer keynote, а в следующих подробно погрузимся в технические треки.Читать далее"
https://habr.com/ru/articles/927916/,Почему промышленность — это второе лучшее применение для AI (первое — создание мемов с котами),Vlad_Karmakov,"AI — это дикий хайп. Все про него говорят. Если ты на этой неделе еще не сказал хоть что-то про нейросети, то ты, как Брежнев: медленный, смешной и ретро. Помнят тебя только бумеры, да и то не все. Но значит ли это, что AI не приносит пользу? Доказываю: приносит. Причем в таких тяжелых областях, как энергетика, производство и металлообработка.Читать далее"
